,grid_idx,center,pop2020,pop2021,pop2022,od2020,od2021,od2022
42438,36783,POINT (959785.230213883 1943515.54807064),106591.55890706208,106919.5220496751,106532.38489634923,4642523.773268496,3191615.764110713,3800675.7008352526
42439,36784,POINT (959785.230213883 1943615.54807064),107350.21322474511,107583.17490021803,107181.28342628,4818947.746050488,3312099.3472968997,3946348.8339354745
42440,36785,POINT (959785.230213883 1943715.54807064),110211.94887752323,110283.76712421175,109801.94370252958,5026267.12192782,3455978.0142085487,4118781.604257543
42441,36786,POINT (959785.230213883 1943815.54807064),111411.75365698052,111393.13340496105,110872.92767290754,5176961.385189967,3556736.355528698,4241427.323409369
42442,36787,POINT (959785.230213883 1943915.54807064),112697.70898214768,112592.76522683541,112025.52711048703,5395529.1935554445,3709814.855260383,4421831.69160353
42443,36788,POINT (959785.230213883 1944015.54807064),111643.27237752237,111512.78799328368,110964.8425904008,5563770.705965291,3826324.582157081,4561469.410477981
42444,36789,POINT (959785.230213883 1944115.54807064),114119.40383211244,113871.97558102329,113392.27375827494,5735850.578939133,3947258.831417601,4705498.12196997
42445,36790,POINT (959785.230213883 1944215.54807064),113379.11577142679,113063.89950303058,112574.26464765493,5909406.016258748,4070998.652051045,4851894.689589407
42446,36791,POINT (959785.230213883 1944315.54807064),110879.41251700031,110510.01630609592,110049.60894615987,6111108.171248815,4210134.028756836,5018252.586768096
42447,36792,POINT (959785.230213883 1944415.54807064),106552.61450841048,106159.52651592279,105771.22073195314,6379299.771689068,4404344.215239125,5246321.686578776
42448,36793,POINT (959785.230213883 1944515.54807064),104904.03989027074,104306.85942299949,103886.28044507856,6545456.953095587,4527622.046820986,5388996.401284644
42449,36794,POINT (959785.230213883 1944615.54807064),102390.98047459857,101719.17534047879,101314.49748747094,6603423.460500155,4581186.80118673,5449856.212390141
42450,36795,POINT (959785.230213883 1944715.54807064),99585.49590286422,98853.164903144,98474.91055802912,6742404.540906132,4687577.485319335,5570235.29830873
42451,36796,POINT (959785.230213883 1944815.54807064),97026.9187994276,96233.30371337099,95876.90419938171,6856057.449227424,4776937.5808681315,5669633.42411119
42452,36797,POINT (959785.230213883 1944915.54807064),94746.26719218343,93890.13722540745,93551.61407101974,6935112.493524617,4842267.3925909605,5740177.339590432
42453,36798,POINT (959785.230213883 1945015.54807064),92767.4610407605,91847.13788006976,91523.21473747911,7087510.15537048,4958947.412012377,5871904.939218476
42454,36799,POINT (959785.230213883 1945115.54807064),93850.59695808023,92479.78060607285,92054.63566059664,7067453.13835877,4953225.045654219,5859458.945981326
42455,36800,POINT (959785.230213883 1945215.54807064),92676.09342362652,91219.91050853308,90799.23908341289,6846096.499675726,4806109.242906772,5684115.362852995
42456,36801,POINT (959785.230213883 1945315.54807064),92428.3118024221,90639.58791277296,90150.30132923495,6711252.521093405,4717091.915716879,5575334.4078543475
42457,36802,POINT (959785.230213883 1945415.54807064),91314.31423795297,89470.74430191933,88989.85898503271,6540830.093836863,4602558.755860739,5437004.811325366
42458,36803,POINT (959785.230213883 1945515.54807064),90426.13583381248,88530.48568753121,88063.54158871163,6353182.916171472,4476003.004142108,5284638.369379489
42459,36804,POINT (959785.230213883 1945615.54807064),89609.02475827675,87644.0193270091,86880.75170015487,6161178.09199475,4346842.8583291145,5129086.500638675
42460,36805,POINT (959785.230213883 1945715.54807064),90617.88492234444,88562.47697360066,87816.8429808585,5972621.691027311,4220735.380882763,4976901.271555949
42461,36806,POINT (959785.230213883 1945815.54807064),91504.67081957549,89360.89223945208,88623.4184491045,5702495.459412888,4034462.705530066,4754869.100667468
42462,36807,POINT (959785.230213883 1945915.54807064),89041.10349860748,86858.65247916665,86123.54491760033,5563851.333519724,3945875.094847493,4646449.377920452
42463,36808,POINT (959785.230213883 1946015.54807064),86464.66680904399,84246.90405868419,83433.79205123635,5413542.926182451,3848495.057890295,4527388.481699554
42464,36809,POINT (959785.230213883 1946115.54807064),84878.67887098464,82542.92319386412,81640.89098139078,5271645.517373118,3757246.3734039254,4415513.919806453
42465,36810,POINT (959785.230213883 1946215.54807064),82436.80651585685,79871.35615192621,78620.13096412073,5087884.840945601,3633341.956453573,4266427.818277041
42466,36811,POINT (959785.230213883 1946315.54807064),79252.43128080288,76665.69842202004,75376.27901887616,4951602.852781393,3546127.4404415404,4159363.338257365
42467,36812,POINT (959785.230213883 1946415.54807064),76795.1661834684,74182.06452651306,72697.95864760346,4799131.643933878,3448164.824806762,4040418.7591956286
42468,36813,POINT (959785.230213883 1946515.54807064),75329.70548182269,72652.45519592459,71103.56616194264,4636478.60302187,3338269.51464518,3908767.9157462404
42469,36814,POINT (959785.230213883 1946615.54807064),73524.01195156787,70788.59242248643,69193.11581752739,4430459.112972368,3196505.455900563,3737515.178022234
42470,36815,POINT (959785.230213883 1946715.54807064),72644.44653188006,69828.89448153357,68171.43391054537,4252608.644331211,3071360.1638661656,3589220.0413981187
42471,36816,POINT (959785.230213883 1946815.54807064),72592.01571239106,69634.99420980609,67868.54895246487,4159862.294933787,3016899.8863046723,3531829.003544284
42472,36817,POINT (959785.230213883 1946915.54807064),71973.54155207404,68915.09228699835,67083.19212875863,3737156.8040925735,2762721.78010993,3220564.521998934
42473,36818,POINT (959785.230213883 1947015.54807064),69744.56570851321,66598.90981262752,64710.297606081636,3581329.036090276,2648182.0722539513,3089077.066421734
42474,36819,POINT (959785.230213883 1947115.54807064),69451.15650471617,66206.92060704803,64259.50406245618,3426713.603167349,2534548.8576396536,2959018.6900505084
42475,36820,POINT (959785.230213883 1947215.54807064),66450.27295282231,63133.639632842096,61183.01569890146,3456936.1576218777,2534176.201264036,2970263.5331975683
42476,36821,POINT (959785.230213883 1947315.54807064),66266.55279545684,62893.86051031769,60898.876237270764,3351181.1524467985,2454821.072091008,2880878.9050267073
42477,36822,POINT (959785.230213883 1947415.54807064),62944.64314375087,59626.013450059065,57669.018870073254,3226013.0772423106,2361943.1155445906,2776281.870311507
42478,36823,POINT (959785.230213883 1947515.54807064),62272.48784283508,58983.46534741939,57020.292661201034,3081421.90954383,2261587.8048492,2660318.162874766
42479,36824,POINT (959785.230213883 1947615.54807064),60319.746413752975,57410.85380866041,55515.91072794759,2732670.2491716,2012566.0720855165,2364432.634096865
42480,36825,POINT (959785.230213883 1947715.54807064),60059.574944326494,57216.437916067356,55324.40260183936,2654156.909632967,1954049.6424184176,2301195.982900572
42481,36826,POINT (959785.230213883 1947815.54807064),58997.84653010277,56250.012006726196,54383.97938672294,2607220.1944779144,1915733.9389451332,2261820.211544882
42482,36827,POINT (959785.230213883 1947915.54807064),59257.696348495636,56601.41983687512,54796.95461646734,2545083.110990199,1869821.1806940045,2213337.6744101536
42483,36828,POINT (959785.230213883 1948015.54807064),58410.69272873194,55850.860842107024,54074.29698349419,2490322.7737534135,1829782.2398043221,2171730.087800318
42484,36829,POINT (959785.230213883 1948115.54807064),57694.513190322956,55225.22639858393,53473.18271447887,2244974.3836779883,1646466.7807767813,1967691.1458950797
42485,36830,POINT (959785.230213883 1948215.54807064),57125.28685915633,54738.71028136505,53006.78617133262,2068137.8222744958,1535611.4064142294,1837169.319642751
42486,36831,POINT (959785.230213883 1948315.54807064),57607.14438987608,55181.294933340716,53455.06735504951,2087711.4961238105,1550850.8903145932,1859504.3029442343
42491,36832,POINT (959885.230213883 1942115.54807064),72635.85998949963,74872.70997352722,74766.64505822654,1700867.9510665573,1174787.4947492867,1392405.0943905795
42492,36833,POINT (959885.230213883 1942215.54807064),75913.03142064204,78198.60482240847,78098.23791071378,1992190.803761142,1384511.899101376,1635882.0570550621
42493,36834,POINT (959885.230213883 1942315.54807064),79311.10651469036,81578.63317923353,81469.28439976479,2140452.921161801,1488511.0240065802,1758917.7607436506
42494,36835,POINT (959885.230213883 1942415.54807064),84923.50469960642,87038.9033964964,86869.59806134403,2294193.4430638356,1596506.7217155008,1886720.986709942
42495,36836,POINT (959885.230213883 1942515.54807064),88843.599478147,90809.78843858151,90596.19910107963,2452681.950232092,1708022.2036084158,2018733.5636062128
42496,36837,POINT (959885.230213883 1942615.54807064),93050.18744618946,94824.76116809773,94550.96142689885,2615177.619527842,1822581.6938174672,2154395.464067377
42497,36838,POINT (959885.230213883 1942715.54807064),97606.38323470922,99162.40944041635,98813.17993149976,2781030.171401506,1939782.9998970323,2293228.583272897
42498,36839,POINT (959885.230213883 1942815.54807064),103827.62369759285,105140.58411867837,104678.20249642001,3053624.505928834,2127226.185299784,2519942.5963901393
42499,36840,POINT (959885.230213883 1942915.54807064),104722.68826133662,105858.02539598977,105463.09537022762,3233395.421588214,2254563.326751844,2671205.4395526876
42500,36841,POINT (959885.230213883 1943015.54807064),103991.93926530983,104979.99654102925,104624.33071280312,3728327.5929534286,2588429.7560811257,3068274.2296474716
42501,36842,POINT (959885.230213883 1943115.54807064),103627.4843688182,104471.74883511783,104143.54879166029,3930333.492789281,2730715.1781274593,3237687.135229825
42502,36843,POINT (959885.230213883 1943215.54807064),103578.56372732698,104285.03906540784,103973.6172394591,4089527.820431775,2838093.630664516,3367448.940033316
42503,36844,POINT (959885.230213883 1943315.54807064),103789.5768414667,104365.83476136331,104061.55671064356,4192318.8547320925,2899512.2251284905,3444929.153561422
42504,36845,POINT (959885.230213883 1943415.54807064),105473.752760152,105917.03718754165,105557.5163102901,4323039.771358482,2981226.046425148,3546782.69783848
42505,36846,POINT (959885.230213883 1943515.54807064),106201.50095172234,106530.19055399585,106155.25923652959,4497525.255819027,3102052.7861612216,3690495.008146918
42506,36847,POINT (959885.230213883 1943615.54807064),107874.96904941776,108026.97633785119,107605.54052519954,4666765.175504428,3217687.34096806,3830016.4426261946
42507,36848,POINT (959885.230213883 1943715.54807064),110210.556256856,110256.66099329836,109765.39484376206,4799767.623066946,3304646.4696427095,3936484.4106507055
42508,36849,POINT (959885.230213883 1943815.54807064),111702.70762791524,111648.26255824133,111106.3152564303,4998193.568515236,3443481.118903587,4101349.4376547434
42509,36850,POINT (959885.230213883 1943915.54807064),113407.1332826856,113256.9822697103,112653.39993804808,5220438.438635095,3599768.7943360712,4285633.854141276
42510,36851,POINT (959885.230213883 1944015.54807064),113164.41544599591,112976.08150650121,112367.55260950906,5382504.585434298,3712003.3639272056,4419750.092213907
42511,36852,POINT (959885.230213883 1944115.54807064),115186.07451633093,114907.08159169431,114217.31169728906,5578225.177257554,3843493.752405267,4578544.867659895
42512,36853,POINT (959885.230213883 1944215.54807064),114711.09531620133,114360.74291219133,113647.66619169671,5749886.532019131,3965348.696935894,4722440.266025029
42513,36854,POINT (959885.230213883 1944315.54807064),110955.31055315523,110557.08046944412,109899.08469594111,5922850.3184303325,4089751.611401447,4868323.50232363
42514,36855,POINT (959885.230213883 1944415.54807064),108140.71725619555,107669.4502133794,107196.90021685274,5998750.799216112,4152576.104768398,4942094.56209147
42515,36856,POINT (959885.230213883 1944515.54807064),106198.38237426584,105521.86978519878,105024.71235868578,6243946.584905417,4330935.154053291,5149501.6803439595
42516,36857,POINT (959885.230213883 1944615.54807064),103008.72616525997,102272.42436413972,101812.51991458378,6418234.630850901,4460658.041824233,5298170.692045613
42517,36858,POINT (959885.230213883 1944715.54807064),100084.70192263051,99288.32094942567,98859.720316415,6583259.540766696,4585136.732304454,5439520.149514723
42518,36859,POINT (959885.230213883 1944815.54807064),97439.13898672652,96581.93967023287,96179.66487282391,6733558.161470644,4700261.745025882,5568873.397377904
42519,36860,POINT (959885.230213883 1944915.54807064),95085.96816052074,94166.75593061172,93786.74901903053,6719703.905813582,4702046.896246754,5566834.90479345
42520,36861,POINT (959885.230213883 1945015.54807064),93040.98925892981,92058.09138444469,91697.13169993777,6803732.64723431,4770636.253161698,5640792.214184051
42521,36862,POINT (959885.230213883 1945115.54807064),92198.93018552178,91113.8689948685,90737.25187567674,6917933.613520028,4859166.172712465,5740369.706967432
42522,36863,POINT (959885.230213883 1945215.54807064),90888.21075008686,89731.85962569035,89367.68553388686,6840784.3305987865,4810215.407401803,5678989.446330593
42523,36864,POINT (959885.230213883 1945315.54807064),90863.06782212191,89065.27286998503,88610.71202206792,6689189.635140638,4707046.919235958,5555199.755032488
42524,36865,POINT (959885.230213883 1945415.54807064),90842.6837136349,88981.74120749778,88502.0350930048,6498533.68122825,4575839.768439143,5398933.299616566
42525,36866,POINT (959885.230213883 1945515.54807064),90106.44587549425,88185.60189030501,87719.36546738305,6294409.467325387,4435494.675025415,5231826.77018897
42526,36867,POINT (959885.230213883 1945615.54807064),90395.30096814444,88403.57842468898,87941.274619622,6090554.664898856,4296098.016407262,5065472.90698009
42527,36868,POINT (959885.230213883 1945715.54807064),90372.21235384511,88290.1959365997,87543.1633468428,5779748.525448718,4081247.100130421,4811200.257147893
42528,36869,POINT (959885.230213883 1945815.54807064),91947.22392549887,89765.83783203905,89048.87008490544,5625450.553551529,3979666.8164301123,4688519.426823011
42529,36870,POINT (959885.230213883 1945915.54807064),89382.263469582,87162.99006385631,86454.57112737595,5460748.569566641,3870514.5156264515,4556398.5885826405
